dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
bizitobs_l2c/5T/long,SLSQPEnsemble_3-models_chronos-flowstate-timesfm_opt-mae_1-windows,122.6402781151032,122.6402781151032,6.9092652874966225,0.6818609290318416,0.5796664203867303,0.8022763609700865,5.309442607054119,11.07430711670501,0.621805788484106,0.3879449165227752,0.3106776916124539,Web/CloudOps,7
