dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates,model_list,weight_list
m_dense/H/long,TimeCopilot_LLM_Vote,34622.5939207943,34622.5939207943,80.0639630322035,0.6976667822237074,0.2549130755266669,0.19939841093310082,9.328267870789086,186.07147530127853,0.3221172301122598,0.13860255561464102,0.11520145666796933,Transport,1,"['Moirai', 'Sundial', 'Toto']","[0.7664, 0.2336, 0.0]"
