dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates,model_list,weight_list
loop_seattle/5T/medium,TimeCopilot_LLM_Vote,70.70673878010793,70.70673878010793,5.072497026566146,0.8029845279604663,0.1715947973733518,0.1166904963797104,7.899879946174545,8.4087299148033,0.14960858580395334,0.09025014649398114,0.07398015565532949,Transport,1,"['Moirai', 'Sundial', 'Toto']","[0.3346, 0.6334, 0.032]"
