dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates
jena_weather/10T/short,SLSQPEnsemble_4-models_chronos-moirai-sundial-toto_opt-mae_1-windows,742.5805056463543,742.5805056463543,5.171537833407042,0.28502006650755196,0.3102026158060637,0.5432830567735569,2.518047518943665,27.250330376829456,0.16925870506209653,0.03212173154445108,0.026465863657161873,Nature,21
