dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates,model_list,weight_list
car_parts/M/short,TimeCopilot_LLM_Vote,1.3399479381409614,1.3399479381409614,0.47093015776459635,0.8700611273626501,0.8185306219689081,1.885096552509244,16.268692438310964,1.1575612027624982,2.7757130210873924,1.1292422100968833,0.9786701325660049,Sales,1,"['Moirai', 'Sundial', 'Toto']","[0.9118, 0.0, 0.0882]"
