dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates,model_list,weight_list
bizitobs_application/10S/medium,TimeCopilot_LLM_Vote,3964479.15831405,3964479.15831405,1093.454857801715,2.5055691010748684,0.0360165138042033,0.03672964942592536,48.22164859374154,1991.099987020755,0.07818463633289492,0.04293675403593544,0.03853309304598486,Web/CloudOps,2,"['Moirai', 'Sundial', 'Toto']","[0.7224, 0.1765, 0.1011]"
