dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates,model_list,weight_list
sz_taxi/15T/medium,TimeCopilot_LLM_Vote,16.50729452727858,16.50729452727858,2.7897537671210166,0.5437534524073067,11447068648449.35,0.4086660910518611,4.200840366150231,4.062916997340529,0.37812224279585216,0.2596331532154024,0.20708313753648153,Transport,1,"['Moirai', 'Sundial', 'Toto']","[0.163, 0.3544, 0.4826]"
