dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates,model_list,weight_list
bitbrains_rnd/H/short,TimeCopilot_LLM_Vote,1858716.1484094185,1858716.1484094185,173.86993348607353,5.835562640502328,2.3421423811973496,0.5564302717652484,197.4636742580908,1363.3474056194989,5.9666752725072145,0.7609398957945188,0.6303505884705785,Web/CloudOps,2,"['Moirai', 'Sundial', 'Toto']","[0.8543, 0.0195, 0.1262]"
