dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates,model_list,weight_list,source_path
bitbrains_rnd/5T/short,TimeCopilot_LLM_Vote,1503701.9842049514,1503701.9842049514,112.10990440437875,1.6520263959714026,1.065875729422792,0.6539690003107597,53.32788136766312,1226.255268777652,5.01748255456505,0.4587213640302178,0.3898470131347601,Web/CloudOps,2,"['Moirai', 'Sundial', 'Toto']","[0.3813, 0.2368, 0.3819]",all_data_combined.csv
bitbrains_rnd/5T/short,TimeCopilot_LLM_Vote,1494872.5663287914,1494872.5663287914,111.8425757855335,1.6537415055889015,0.9984153877282969,0.6548139241126795,53.42495541897848,1222.649813449784,5.002730072215373,0.4576275324964874,0.3872228264195457,Web/CloudOps,2,"['Moirai', 'Sundial', 'Toto']","[0.0866, 0.0, 0.9134]",all_data_combined.csv
bitbrains_rnd/5T/medium,TimeCopilot_LLM_Vote,2251243.414398786,2251243.414398786,151.09488440589962,4.41509413396687,0.650352393608953,0.7304594103481344,164.10438452752132,1500.4144142198802,6.313008599643145,0.6357332318168106,0.5888339367493599,Web/CloudOps,2,"['Moirai', 'Sundial', 'Toto']","[0.2323, 0.0, 0.7677]",all_data_combined.csv
bitbrains_rnd/5T/medium,TimeCopilot_LLM_Vote,2303069.832133364,2303069.832133364,151.43463085711065,4.407297297677707,0.6785428284407303,0.7246890717647458,163.23892974492122,1517.5868450053736,6.385261773298479,0.6371627183958958,0.5965548814238181,Web/CloudOps,2,"['Moirai', 'Sundial', 'Toto']","[0.3542, 0.2101, 0.4357]",all_data_combined.csv
bitbrains_rnd/5T/medium,TimeCopilot_LLM_Vote,2308672.990197305,2308672.990197305,148.04742980286755,4.403112469830343,0.5314875929350042,0.7160247794538347,164.21356282926985,1519.431798468528,6.393024433379887,0.6229110362062956,0.5881890157811694,Web/CloudOps,2,"['Moirai', 'Sundial', 'Toto']","[0.2659, 0.0, 0.7341]",all_data_combined.csv
bitbrains_rnd/H/short,TimeCopilot_LLM_Vote,1803420.6605956245,1803420.6605956245,167.1750727313458,5.823511941775369,2.0895430585087107,0.5535302675965834,195.6494570061065,1342.9149863619905,5.877253009158366,0.7316399096329127,0.6178160788568561,Web/CloudOps,2,"['Moirai', 'Sundial', 'Toto']","[0.6146, 0.0, 0.3854]",all_data_combined.csv
bitbrains_rnd/H/short,TimeCopilot_LLM_Vote,1846349.8088691367,1846349.8088691367,173.73005868366198,5.831090145383764,2.358628039743851,0.5594891455487176,197.38685524955991,1358.8045513866728,5.94679351976695,0.7603277352246188,0.6275185290733437,Web/CloudOps,2,"['Moirai', 'Sundial', 'Toto']","[0.6231, 0.0, 0.3769]",all_data_combined.csv
bitbrains_rnd/H/short,TimeCopilot_LLM_Vote,1858716.1484094183,1858716.1484094183,173.8699334860735,5.835562640502328,2.3421423811973496,0.5564302717652484,197.4636742580908,1363.3474056194989,5.966675272507215,0.7609398957945188,0.6303505884705785,Web/CloudOps,2,"['Moirai', 'Sundial', 'Toto']","[0.8543, 0.0195, 0.1262]",all_data_combined.csv
hospital/M/short,TimeCopilot_LLM_Vote,3422.533354896521,3422.533354896521,19.539133190879383,0.7901308793345299,0.1933542459338176,0.1769520938273886,5.345687934601035,58.50242178659376,0.2123773761766244,0.0709315907464788,0.0562263958185695,Healthcare,1,"['Moirai', 'Sundial', 'Toto']","[0.9248, 0.0752, 0.0]",all_data_combined.csv
hospital/M/short,TimeCopilot_LLM_Vote,3427.8208487756697,3427.8208487756697,19.54689436605385,0.7900277651713744,0.1932986419060736,0.1769220057249262,5.347020955847392,58.54759473091674,0.2125413644543145,0.070959765614617,0.0562597844111994,Healthcare,1,"['Moirai', 'Sundial', 'Toto']","[0.9304, 0.0696, 0.0]",all_data_combined.csv
hospital/M/short,TimeCopilot_LLM_Vote,3424.000966946189,3424.000966946189,19.543065451657903,0.7901438424403296,0.1933434728116321,0.1769500101589413,5.346431759219402,58.51496361569568,0.2124229059286547,0.0709458657662315,0.05624024990708,Healthcare,1,"['Moirai', 'Sundial', 'Toto']","[0.9276, 0.0724, 0.0]",all_data_combined.csv
temperature_rain/D/short,TimeCopilot_LLM_Vote,173.4344192933341,173.4344192933341,5.961587946576557,1.3912779114361356,41.66703013347934,1.4393004242171532,25.66136727736512,13.169450227451945,1.5503924856024311,0.7018365227854042,0.5959290967177959,Nature,1,"['Moirai', 'Sundial', 'Toto']","[0.0, 0.9055, 0.0945]",all_data_combined.csv
temperature_rain/D/short,TimeCopilot_LLM_Vote,173.67184069399448,173.67184069399448,5.960311556852738,1.3905733275125225,40.7215189806248,1.442144028079212,25.607758046028493,13.1784612415105,1.5514533202039331,0.7016862579677898,0.5950845428155789,Nature,1,"['Moirai', 'Sundial', 'Toto']","[0.0, 0.9461, 0.0539]",all_data_combined.csv
m4_yearly/A/short,TimeCopilot_LLM_Vote,4062444.782714196,4062444.782714196,992.9094272356884,3.817212489062844,0.1764353457427472,0.1648873137354559,37.530730885455874,2015.5507393053133,0.3232029041941086,0.1592176293189671,0.1300187283935026,Econ/Fin,1,"['Moirai', 'Sundial', 'Toto']","[0.0802, 0.0, 0.9198]",all_data_combined.csv
m4_yearly/A/short,TimeCopilot_LLM_Vote,4134958.621066139,4134958.621066139,1002.3603741924456,3.8467036356776014,0.1777002516356791,0.1663685524209291,37.288413748865565,2033.459766276712,0.3260746996868093,0.160733132473634,0.1309633485060003,Econ/Fin,1,"['Moirai', 'Sundial', 'Toto']","[0.3333, 0.3333, 0.3333]",all_data_combined.csv
m4_yearly/A/short,TimeCopilot_LLM_Vote,4063789.162439019,4063789.162439019,989.0196840668068,3.788719594263114,0.1756967882348273,0.1642654205270743,36.255295215531234,2015.884213549732,0.323256378335031,0.1585938909708146,0.1294066399796739,Econ/Fin,1,"['Moirai', 'Sundial', 'Toto']","[0.1361, 0.0, 0.8639]",all_data_combined.csv
m4_quarterly/Q/short,TimeCopilot_LLM_Vote,1831866.722869145,1831866.722869145,590.4964326106201,1.3201754917831647,0.1162971180888282,0.1067426825560668,10.048488612432417,1353.464710610936,0.226546158422191,0.0988387043423984,0.0790984094422775,Econ/Fin,1,"['Moirai', 'Sundial', 'Toto']","[0.4533, 0.0, 0.5467]",all_data_combined.csv
m4_quarterly/Q/short,TimeCopilot_LLM_Vote,1828287.469001419,1828287.469001419,589.1881054676129,1.3156670349906383,0.1160443411974106,0.1065973535642281,9.938323259938414,1352.1418080221538,0.2263247278247725,0.0986197134179332,0.0788404174382146,Econ/Fin,1,"['Moirai', 'Sundial', 'Toto']","[0.44, 0.0, 0.56]",all_data_combined.csv
m4_quarterly/Q/short,TimeCopilot_LLM_Vote,1828899.104268516,1828899.104268516,589.6671479142836,1.3174331251782156,0.1162442662860384,0.1067056885844122,9.994186616155597,1352.367961861163,0.226362581994917,0.0986998966877027,0.0789457130573544,Econ/Fin,1,"['Moirai', 'Sundial', 'Toto']","[0.3603, 0.0, 0.6397]",all_data_combined.csv
m4_weekly/W/short,TimeCopilot_LLM_Vote,279780.4351020319,279780.4351020319,267.0653277633446,2.052537314877876,0.0653037546526762,0.0646623413649737,13.798500761906842,528.9427521972789,0.0963651722451493,0.0486551639165354,0.0382255101324969,Econ/Fin,1,"['Moirai', 'Sundial', 'Toto']","[0.3333, 0.3333, 0.3333]",all_data_combined.csv
m4_weekly/W/short,TimeCopilot_LLM_Vote,282662.6161189405,282662.6161189405,268.27177984633965,2.0668061232563373,0.0656033161420503,0.0649104830530306,13.713883628348338,531.6602450051541,0.0968602573208367,0.04887496078926,0.0384065111552553,Econ/Fin,1,"['Moirai', 'Sundial', 'Toto']","[0.3333, 0.3333, 0.3333]",all_data_combined.csv
m4_weekly/W/short,TimeCopilot_LLM_Vote,279140.28071927064,279140.28071927064,266.9823802885061,2.0571205347295085,0.0653261275968042,0.0646721084762153,13.848150699942806,528.3372793200103,0.0962548644701295,0.0486400521720849,0.0382573831954207,Econ/Fin,1,"['Moirai', 'Sundial', 'Toto']","[0.3333, 0.3333, 0.3333]",all_data_combined.csv
car_parts/M/short,TimeCopilot_LLM_Vote,1.3399479381409614,1.3399479381409614,0.4709301577645963,0.8700611273626501,0.8185306219689081,1.885096552509244,16.268692438310964,1.1575612027624982,2.7757130210873924,1.1292422100968833,0.9786701325660048,Sales,1,"['Moirai', 'Sundial', 'Toto']","[0.9118, 0.0, 0.0882]",all_data_combined.csv
car_parts/M/short,TimeCopilot_LLM_Vote,1.3402225927371991,1.3402225927371991,0.4710501456203824,0.8707225540761047,0.8190312789813243,1.8852416473974865,16.22377464010374,1.1576798317052948,2.775997481123209,1.1295299286666511,0.9798982273807768,Sales,1,"['Moirai', 'Sundial', 'Toto']","[0.9562, 0.0, 0.0438]",all_data_combined.csv
car_parts/M/short,TimeCopilot_LLM_Vote,1.347735399874617,1.347735399874617,0.4893817737474856,0.892783424784551,0.7947715420176638,1.871620105626964,19.4616903471708,1.160920066100426,2.783767230818065,1.1734872924489723,1.03018933538824,Sales,1,"['Moirai', 'Sundial', 'Toto']","[0.9424, 0.0, 0.0576]",all_data_combined.csv
ett2/15T/short,TimeCopilot_LLM_Vote,7.621430114875316,7.621430114875316,1.7432591221997815,0.7615032334261176,0.1108077496237347,0.1307989511298717,6.691583480256267,2.7606937741943267,0.1310599545073217,0.0827587120982491,0.066885405407746,Energy,7,"['Moirai', 'Sundial', 'Toto']","[0.0, 0.6662, 0.3338]",all_data_combined.csv
ett2/15T/short,TimeCopilot_LLM_Vote,7.566020454392906,7.566020454392906,1.742645921043819,0.7605892914287001,0.1103323758429664,0.1304596789151716,6.469021866785862,2.7506400081422697,0.1305826664670014,0.0827296012579395,0.0667541299884206,Energy,7,"['Moirai', 'Sundial', 'Toto']","[0.0, 0.6674, 0.3326]",all_data_combined.csv
ett2/15T/short,TimeCopilot_LLM_Vote,7.533099351140456,7.533099351140456,1.7237973095942418,0.7524231601980451,0.1097209800280573,0.1297789215216737,7.904774659788947,2.7446492218752576,0.1302982625309484,0.0818347906193243,0.0678088757308657,Energy,7,"['Moirai', 'Sundial', 'Toto']","[0.0, 0.8858, 0.1142]",all_data_combined.csv
ett2/W/short,TimeCopilot_LLM_Vote,4991040.546223632,4991040.546223632,1524.0479365629456,1.0219291813515172,0.1447281302421146,0.1519951453382597,7.166199213091773,2234.063684460144,0.1874036928424553,0.1278442567987213,0.0984004806862462,Energy,7,"['Moirai', 'Sundial', 'Toto']","[0.0, 0.4207, 0.5793]",all_data_combined.csv
ett2/W/short,TimeCopilot_LLM_Vote,3902036.283805944,3902036.283805944,1407.9661752609984,0.9929532412765586,0.1596153092252063,0.1743034720249103,7.9283256575870675,1975.3572547278488,0.1657021895992141,0.1181067766673533,0.0924235601152787,Energy,7,"['Moirai', 'Sundial', 'Toto']","[0.3333, 0.3333, 0.3333]",all_data_combined.csv
ett2/W/short,TimeCopilot_LLM_Vote,5120544.921859868,5120544.921859868,1557.213592263549,1.0488440679669886,0.1464278697273723,0.1546227482432511,8.428515602166254,2262.8621084502406,0.1898194391084759,0.1306263468515106,0.1032808289409079,Energy,7,"['Moirai', 'Sundial', 'Toto']","[0.0, 0.2367, 0.7633]",all_data_combined.csv
ett2/D/short,TimeCopilot_LLM_Vote,109465.82209917207,109465.82209917207,202.40474612074263,1.365220593899742,0.4541368875944194,0.1370636539849063,12.042925313849947,330.85619549763925,0.1893577300295681,0.1158415764739951,0.0942870537433388,Energy,7,"['Moirai', 'Sundial', 'Toto']","[0.0, 0.0, 1.0]",all_data_combined.csv
ett2/D/short,TimeCopilot_LLM_Vote,112550.798901731,112550.798901731,205.66782406322525,1.3943927316016644,0.4601969349269971,0.1405076995002579,12.274193920195872,335.48591461003394,0.1920074404286101,0.1177091220738854,0.0950454035841138,Energy,7,"['Moirai', 'Sundial', 'Toto']","[0.0, 0.0, 1.0]",all_data_combined.csv
ett2/D/short,TimeCopilot_LLM_Vote,111285.05539657452,111285.05539657452,203.30386638066747,1.3674105434744466,0.4549956451830094,0.1375473475218699,11.988304796753637,333.59414772530783,0.1909247323278957,0.1163561667212379,0.0944033691135355,Energy,7,"['Moirai', 'Sundial', 'Toto']","[0.0, 0.0151, 0.9849]",all_data_combined.csv
ett2/H/short,TimeCopilot_LLM_Vote,106.58978208804666,106.58978208804666,6.309074777983666,0.7276204484928293,0.1186651627780635,0.1089042827229902,5.091479904873051,10.32423276026101,0.1309399975798986,0.0800166225756126,0.0632602927065847,Energy,7,"['Moirai', 'Sundial', 'Toto']","[0.6558, 0.0946, 0.2496]",all_data_combined.csv
ett2/H/short,TimeCopilot_LLM_Vote,106.3124937807603,106.3124937807603,6.310188755494916,0.7280071458550464,0.1187845832712585,0.1090072108511268,5.110725423421775,10.310795012061888,0.1307695695434982,0.08003075090999,0.0633902931671317,Energy,7,"['Moirai', 'Sundial', 'Toto']","[0.6272, 0.1433, 0.2295]",all_data_combined.csv
ett2/H/short,TimeCopilot_LLM_Vote,106.04122661538771,106.04122661538771,6.302538294543372,0.7267064620344318,0.1185400911100882,0.1087703672469988,5.060806078125954,10.297632087785413,0.1306026270391079,0.0799337217784563,0.0632075496325304,Energy,7,"['Moirai', 'Sundial', 'Toto']","[0.6041, 0.0965, 0.2994]",all_data_combined.csv
m4_daily/D/short,TimeCopilot_LLM_Vote,351925.2642155958,351925.2642155958,166.86221271511593,3.1509501356808034,0.0361181726795887,0.0290225217897167,25.47755404156007,593.2328920547105,0.0916380870806683,0.0257756004160514,0.0206280568509045,Econ/Fin,1,"['Moirai', 'Sundial', 'Toto']","[0.8338, 0.0, 0.1662]",all_data_combined.csv
m4_daily/D/short,TimeCopilot_LLM_Vote,350564.9235565641,350564.9235565641,167.28192442829558,3.1599528704942013,0.0361734497647903,0.0290789369464443,25.515209314601044,592.085233354594,0.091460805528501,0.0258404342764733,0.0206645754172466,Econ/Fin,1,"['Moirai', 'Sundial', 'Toto']","[0.8502, 0.0, 0.1498]",all_data_combined.csv
m4_daily/D/short,TimeCopilot_LLM_Vote,352701.061647946,352701.061647946,166.27419299887893,3.1370710974214946,0.0362116437184409,0.0289725034556641,25.53959698938593,593.8864046667055,0.0917390367185734,0.0256847676205618,0.0205488152510765,Econ/Fin,1,"['Moirai', 'Sundial', 'Toto']","[0.8594, 0.0, 0.1406]",all_data_combined.csv
bizitobs_application/10S/short,TimeCopilot_LLM_Vote,624765.7007257998,624765.7007257998,409.5498500362088,1.37831554437853,0.0192873995216502,0.0195849540469038,19.969247081584985,790.4212172796223,0.0304833869465761,0.0157947006983612,0.0131540574702534,Web/CloudOps,2,"['Moirai', 'Sundial', 'Toto']","[0.6878, 0.3088, 0.0034]",all_data_combined.csv
bizitobs_application/10S/short,TimeCopilot_LLM_Vote,628405.155587546,628405.155587546,411.0069934562152,1.3791188746780134,0.0193133142763224,0.0196099122809706,20.17297112414585,792.7200991444244,0.0305720456312081,0.0158508968957021,0.0132130906273217,Web/CloudOps,2,"['Moirai', 'Sundial', 'Toto']","[0.6625, 0.3375, 0.0]",all_data_combined.csv
bizitobs_application/10S/short,TimeCopilot_LLM_Vote,626141.4305955351,626141.4305955351,410.84802038033433,1.380083867972704,0.0193149850948502,0.0196116343189246,20.591727788103,791.2909898359359,0.0305169305974928,0.0158447659395989,0.0132569170713347,Web/CloudOps,2,"['Moirai', 'Sundial', 'Toto']","[0.6607, 0.3393, 0.0]",all_data_combined.csv
bizitobs_application/10S/medium,TimeCopilot_LLM_Vote,4045342.404622051,4045342.404622051,1104.7549078110171,2.5274552782873982,0.0363559111631959,0.037081070705928,50.13509419413715,2011.3036579845548,0.0789779750286867,0.0433804737417663,0.0390083393417666,Web/CloudOps,2,"['Moirai', 'Sundial', 'Toto']","[0.6723, 0.2308, 0.0969]",all_data_combined.csv
bizitobs_application/10S/medium,TimeCopilot_LLM_Vote,3964479.15831405,3964479.15831405,1093.454857801715,2.5055691010748684,0.0360165138042033,0.0367296494259253,48.22164859374154,1991.099987020755,0.0781846363328949,0.0429367540359354,0.0385330930459848,Web/CloudOps,2,"['Moirai', 'Sundial', 'Toto']","[0.7224, 0.1765, 0.1011]",all_data_combined.csv
bizitobs_application/10S/medium,TimeCopilot_LLM_Vote,3978677.4664340727,3978677.4664340727,1096.8555749400257,2.4956075817544017,0.0359194266598815,0.0366407812142704,44.77952555348169,1994.662243697933,0.0783245156682598,0.0430702901890483,0.0383926955780865,Web/CloudOps,2,"['Moirai', 'Sundial', 'Toto']","[0.6864, 0.1839, 0.1297]",all_data_combined.csv
m4_hourly/H/short,TimeCopilot_LLM_Vote,1403652.0834645017,1403652.0834645017,210.6689822783875,0.7563444657394315,0.0921857850078089,0.0847656987307865,6.130168410371812,1184.7582384033046,0.161745650375645,0.0287609661178769,0.0215911860253255,Econ/Fin,1,"['Moirai', 'Sundial', 'Toto']","[0.6471, 0.3529, 0.0]",all_data_combined.csv
m4_hourly/H/short,TimeCopilot_LLM_Vote,1347641.3167097894,1347641.3167097894,208.2592819095412,0.7557919820473015,0.0920628260818864,0.0847058519384407,6.1178093401688285,1160.8795444445516,0.1584856815826154,0.0284319888288945,0.0214179864471506,Econ/Fin,1,"['Moirai', 'Sundial', 'Toto']","[0.6534, 0.3466, 0.0]",all_data_combined.csv
m4_hourly/H/short,TimeCopilot_LLM_Vote,1433916.7972613052,1433916.7972613052,212.00019252844115,0.7565851717040561,0.0919096239114982,0.0845543927558233,6.151268820248744,1197.4626496310043,0.1634800829291027,0.0289427057004367,0.0217440467288128,Econ/Fin,1,"['Moirai', 'Sundial', 'Toto']","[0.6612, 0.3388, 0.0]",all_data_combined.csv
hierarchical_sales/W/short,TimeCopilot_LLM_Vote,448.3751404988333,448.3751404988333,9.221280049508568,0.7362220951057996,0.6185078785008906,0.4665816530775985,8.061280771788464,21.1748704954442,0.972148661845384,0.423353477536498,0.3619321858145625,Sales,1,"['Moirai', 'Sundial', 'Toto']","[0.0, 0.5929, 0.4071]",all_data_combined.csv
hierarchical_sales/W/short,TimeCopilot_LLM_Vote,461.96042338599966,461.96042338599966,8.987347156570875,0.7242536866435045,0.5509138310659192,0.4573694900557697,6.699699478807518,21.493264605126875,0.9867662911590585,0.4126135039966397,0.3486477428489833,Sales,1,"['Moirai', 'Sundial', 'Toto']","[0.4138, 0.1975, 0.3886]",all_data_combined.csv
hierarchical_sales/W/short,TimeCopilot_LLM_Vote,465.7047885991997,465.7047885991997,9.00651246651677,0.7329905772320854,0.5541339936581747,0.4602593452278752,6.814499292606153,21.58019435962521,0.9907572787085828,0.413493392750706,0.3504161688840138,Sales,1,"['Moirai', 'Sundial', 'Toto']","[0.0311, 0.0926, 0.8763]",all_data_combined.csv
