dataset,model,eval_metrics/MSE[mean],eval_metrics/MSE[0.5],eval_metrics/MAE[0.5],eval_metrics/MASE[0.5],eval_metrics/MAPE[0.5],eval_metrics/sMAPE[0.5],eval_metrics/MSIS,eval_metrics/RMSE[mean],eval_metrics/NRMSE[mean],eval_metrics/ND[0.5],eval_metrics/mean_weighted_sum_quantile_loss,domain,num_variates,model_list,weight_list
ett2/W/short,TimeCopilot_LLM_Vote,5120544.921859868,5120544.921859868,1557.2135922635487,1.0488440679669886,0.1464278697273723,0.15462274824325115,8.428515602166254,2262.8621084502406,0.18981943910847596,0.13062634685151062,0.10328082894090797,Energy,7,"['Moirai', 'Sundial', 'Toto']","[0.0, 0.2367, 0.7633]"
